,,headline,pub_date,snippet,web_url
0,364,"A.G. Sulzberger, 37, to Take Over as New York Times Publisher",2017-12-14T16:27:32+0000,"An author of the ‘innovation report’ will follow in the footsteps of his father, Arthur Sulzberger Jr., who served as publisher for 25 years.",https://www.nytimes.com/2017/12/14/business/media/a-g-sulzberger-new-york-times-publisher.html
0,365,Severe Weather Tears Through Gulf Coast,2016-02-24T00:00:00Z,"At least three people were killed by a powerful storm that prompted tornado warnings in Alabama, Florida, Georgia, Louisiana, Mississippi and Texas on Tuesday.",https://www.nytimes.com/slideshow/2016/02/24/us/severe-weather-tears-through-gulf-coast.html
0,366,Aerial Video Showing Widespread Destruction Left By Deadly Tornadoes,2014-04-28T02:24:10Z,"Footage and photos showed crushed buildings, flipped tractor trailers and other damage in the aftermath of the storms.",https://thelede.blogs.nytimes.com/2014/04/28/images-of-the-destruction-left-by-tornadoes-in-the-midwest-and-south/
0,367,"$1,700,000 Homes in Connecticut, Minnesota and Montana",2017-02-22T14:01:25+0000,"An 18th-century colonial in Warren, Conn.; a modern home in Minnetonka, Minn.; and a 1906 house in Bozeman, Mont.",https://www.nytimes.com/2017/02/22/realestate/compare-homes-in-connecticut-minnesota-and-montana.html
0,368,The Latest in Y.A. Fantasy,2016-11-11T15:19:35Z,A Victorian-era girl who can burst into flames and defeat monsters; a teenager who gets to meet her future selves; and more.,https://www.nytimes.com/2016/11/13/books/review/the-latest-in-ya-fantasy.html
0,369,Justin Rose and Sergio García Top Leaderboard at Masters,2017-04-09T00:33:15+0000,"Rose and García stand at six under par after 54 holes at Augusta National. Rose shot a 67 on Saturday, while Garcia carded a 70.",https://www.nytimes.com/2017/04/08/sports/golf/masters-third-round.html
0,370,Storms Batter the South,2016-02-24T13:13:58Z,"Gov. Rick Scott of Florida spoke in the aftermath of a severe weather system that tore through the South, spurring tornadoes in his state and in Louisiana. Storms continued to threaten the East Coast on Wednesday.",https://www.nytimes.com/video/us/100000004230557/storms-batter-the-south.html
0,371,"After 15 Big Mall Fights, Police See a Culprit: Teenage Boredom",2016-12-27T19:20:09+0000,"The day after Christmas is one of the busiest shopping days of the year, luring shoppers looking for a bargain, and teenagers looking for trouble.",https://www.nytimes.com/2016/12/27/us/mall-fights-brawls.html
0,372,"Donald Trump’s Inauguration, Women’s March: Your Weekend Briefing",2017-01-22T11:00:41+0000,Here’s what you need to know about the week’s top stories.,https://www.nytimes.com/2017/01/22/briefing/donald-trump-inauguration-womens-march.html
0,373,"At least 16 killed by tornadoes in Arkansas, Oklahoma, Iowa",2014-04-28T12:50:35Z,"Arkansas Governor says tornadoes that killed at least 16 ""may be the strongest we've seen"".  Amateur video captured a massive twister as it covered the sky in darkness. Rough cut (no reporter narration).",https://www.nytimes.com/video/multimedia/100000002849897/at-least-16-killed-by-tornadoes-in-arkansas-oklahoma-iowa.html
0,374,A Once-Dead Stockholm Enclave Gets a Shot of Youthful Energy,2016-12-21T11:00:03+0000,"Imaginative young locals are building a drinking and dining scene in eastern Sodermalm, a quietly, mostly residential neighborhood of Stockholm.",https://www.nytimes.com/2016/12/21/travel/stockholm-sweden-eastern-sodermalm-vita-bergen.html
0,375,Turn Your Phone Into an Early Warning System,2016-09-02T04:00:00+0000,"Mobile alerts and free tools can notify you and help you prepare for emergencies including extreme weather, natural disasters and other crisis situations.",https://www.nytimes.com/2016/09/02/technology/personaltech/turn-your-phone-into-an-early-warning-system.html
0,376,"New Form of Fire, Inspired by Bourbon, Might Help With Oil Spills",2016-08-29T04:00:00+0000,"Scientists turned a fire whirl, sometimes called a firenado, into a new form — a blue whirl — that burns clean and soot-free.",https://www.nytimes.com/2016/08/29/science/firenado-fire-whirl.html
1,377,"Severe Weather Aims for New Targets After Pummeling Texas, Midwest and Mississippi",2015-12-29T00:00:00Z,Storms have led to reports of at least 43 deaths across several states. Here’s what you need to know as the harsh weather continues into the week.,https://www.nytimes.com/2015/12/29/us/extreme-weather-texas-missouri-illinois-louisiana-mississippi-new-mexico-oklahoma.html
0,378,"Hurricane Harvey: Storm Roars Ashore Near Corpus Christi, Tex.",2017-08-25T09:00:05+0000,"The hurricane made landfall as a Category 4 storm. Some power losses were reported, along with heavy building damage in Port Aransas and in Rockport.",https://www.nytimes.com/2017/08/25/us/hurricane-harvey.html
0,379,"Where Tornadoes Are a Known Danger, the One That Hits Home Still Stuns",2014-04-30T00:00:00Z,"A series of tornadoes have ravaged large areas of the South this week, killing at least 35 people and leaving residents stunned and weary.",https://www.nytimes.com/2014/04/30/us/deadly-storms-sweep-south-and-midwest.html
0,380,New Faces (and Bodies) in Classic Roles at New York City Ballet,2017-02-02T22:18:38+0000,"Our chief dance critic looks at this troupe’s changing lineups, including young dancers making their debuts in leading roles.",https://www.nytimes.com/2017/02/02/arts/dance/debuts-new-faces-and-bodies-in-classic-roles-at-new-york-city-ballet.html
0,381,"Even When Expecting Tornadoes, People Don’t Plan Well",2014-04-30T00:00:00Z,Polling shows that many residents of areas prone to deadly storms don’t have an emergency plan or an emergency supply kit for their families.,https://www.nytimes.com/2014/04/30/upshot/even-when-expecting-tornadoes-people-dont-plan-well.html
0,382,Severe Weather Across South and Midwest Kills at Least 6,2015-12-24T00:00:00Z,"Tornado warnings were issued in more than a dozen states on Wednesday, and deaths were reported in Mississippi and Arkansas as search-and-rescue operations began.",https://www.nytimes.com/2015/12/24/us/tornadoes-mississippi-tennessee-arkansas.html
0,383,Review: A Shark Storm in the Desert. And That’s Just for Starters.,2016-07-29T20:06:05+0000,"The fourth “Sharknado” movie, on Syfy, is a cameo-choked mess.",https://www.nytimes.com/2016/07/30/arts/television/review-a-shark-storm-in-the-desert-and-thats-just-for-starters.html
0,384,"Corrections: July 1, 2016",2016-07-01T00:00:00Z,"Corrections appearing in print on Friday, July 1, 2016.",https://www.nytimes.com/2016/07/01/pageoneplus/corrections-july-1-2016.html
0,385,Gas Prices Surge in South After Pipeline Leak,2016-09-20T04:00:00+0000,"Prices increased in several states, 10 days after the discovery of a pipeline rupture in Alabama that prompted worries about environmental contamination.",https://www.nytimes.com/2016/09/20/us/gas-prices-surge-in-south-after-pipeline-leak-drains-fuel-supplies.html
0,386,6 Q's About the News | A Hunt for Survivors After a Night of Tornadoes,2014-04-29T04:30:40Z,What states were affected by the powerful storms?,https://learning.blogs.nytimes.com/2014/04/29/6-qs-about-the-news-a-hunt-for-survivors-after-a-night-of-tornadoes/
0,387,New York Today: A Nor’easter Nears,2017-01-23T11:00:46+0000,"Monday: A severe storm, tobacco in New York, and the state of our streets.",https://www.nytimes.com/2017/01/23/nyregion/new-york-today-a-noreaster-nears.html
0,388,How Langston Hughes Brought His Radical Vision to the Novel,2018-01-02T10:00:24+0000,"Poor black lives weren’t depicted in the serious fiction of Hughes’s day. As Angela Flournoy notes, his debut novel, “Not Without Laughter,” changed that.",https://www.nytimes.com/2018/01/02/books/review/angela-flournoy-langston-hughes-not-without-laughter.html
0,389,"Kim Jong-nam, Jeff Sessions, Snapchat: Your Morning Briefing",2017-03-02T19:00:12+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2017/03/02/briefing/kim-jong-nam-jeff-sessions-snapchat.html
0,390,"Elizabeth Warren, Jeff Sessions, Great Bear Lake: Your Wednesday Briefing",2017-02-08T10:47:08+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2017/02/08/briefing/elizabeth-warren-jeff-sessions-great-bear-lake.html
0,391,What’s on TV Friday: ‘A Bigger Splash’ and ‘Fearless’,2016-08-19T04:00:00+0000,"A rock star and her lover see their bliss go violently awry in “A Bigger Splash,” starring Tilda Swinton and Matthias Schoenaerts. And Brazilians take a wild bull ride in “Fearless.”",https://www.nytimes.com/2016/08/19/arts/television/whats-on-tv-friday-a-bigger-splash-and-fearless.html
0,392,"For One Family in Houston, an Overwhelming Start to Recovery",2017-09-02T15:59:44+0000,"With no preparation and few road maps to guide them, hurricane survivors like the Amofas are stumbling through their first bewildering days after Harvey.",https://www.nytimes.com/2017/09/02/us/for-one-family-in-houston-an-overwhelming-start-to-recovery.html
0,393,"In Case of Shkreli and Lawyer, Finger-Pointing Comes First",2017-02-27T17:01:18+0000,The challenge for the two defendants in a conspiracy and securities fraud case will be to persuade a judge that separate trials are necessary.,https://www.nytimes.com/2017/02/27/business/dealbook/in-case-of-shkreli-and-lawyer-finger-pointing-comes-first.html
0,394,"Insects Feast on Louisiana Wetlands, Inviting the Gulf In",2018-02-24T09:30:51+0000,"A pest known as a scale appears to be killing off reeds that bind the state’s coast together, speeding land loss and endangering oil wells, shipping routes and fishing grounds.",https://www.nytimes.com/interactive/2018/02/24/us/louisiana-wetlands-insects.html
0,395,Explosions and Black Smoke Reported at Chemical Plant,2017-08-30T12:12:25+0000,"Arkema said it had expected explosions at its plant in Crosby, about 30 miles from downtown Houston, because it was unable to keep the chemicals cool.",https://www.nytimes.com/2017/08/30/us/hurricane-harvey-flooding-houston.html
0,396,Alabama Declares State of Emergency as Flooding From Storms Continues,2015-12-26T00:00:00Z,"Shortly after the governor’s announcement on Friday, a tornado tore through part of Birmingham, damaging homes and injuring at least one person.",https://www.nytimes.com/2015/12/26/us/alabama-declares-state-of-emergency-as-flooding-from-storms-continues.html
0,397,"‘Brexit,’ Astana, Italy: Your Tuesday Briefing",2017-01-24T05:02:33+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2017/01/24/briefing/europe-briefing.html
0,398,Summer Is Here. So Is a Deadly Heat Wave.,2016-06-21T00:00:00Z,"Warnings have been issued for Utah, Nevada, California and Arizona, where four hikers died over the weekend.",https://www.nytimes.com/2016/06/21/us/heat-wave-deaths-summer.html
0,399,"President Trump, Yahya Jammeh, Southeast Storms: Your Monday Briefing",2017-01-23T10:48:32+0000,Here’s what you need to know to start your day.,https://www.nytimes.com/2017/01/23/briefing/us-briefing-president-trump-yahya-jammeh-southeast-storms.html
0,400,The Truth About Tornadoes,2013-11-21T00:00:00Z,Global warming is real. But it is not causing more twisters.,https://www.nytimes.com/2013/11/21/opinion/the-truth-about-tornadoes.html
0,401,Severe Weather Hits Several States,2015-12-28T14:50:51Z,Experts were tracking a winter storm system that spawned deadly tornadoes in Texas and heavy snow in Oklahoma and that was moving toward the Midwest and the Great Lakes.,https://www.nytimes.com/video/us/100000004115095/scenes-from-tornadoes-in-texas.html
0,402,Global Warming and Tornado Intensity,2013-12-06T00:00:00Z,Two weather experts say we don’t know what effect climate change is having on tornadoes.,https://www.nytimes.com/2013/12/06/opinion/global-warming-and-tornado-intensity.html
0,403,Mississippi Governor on Storm Casualties,2015-12-24T17:31:30Z,Gov. Phil Bryant of Mississippi said that at least seven people were dead and more than 140 homes were damaged in the state after a tornado swept through on Wednesday. At least 11 deaths overall were blamed on the storm.,https://www.nytimes.com/video/us/100000004112297/mississipi-governor-on-casualties.html
0,404,How to Pack an Emergency Kit for Any Disaster,2017-07-03T06:45:04+0000,It is never too early to talk with friends and family about emergency plans — and how to build the perfect go-bag in case disaster strikes.,https://www.nytimes.com/2017/07/03/smarter-living/packing-emergency-kit-disaster.html
0,405,The Attack of the Killer Theme Weeks,2014-05-24T00:00:00Z,"Shark Week is a longtime hit, and everybody likes monsters and tornadoes, but maybe it’s time that cable channels stopped inflicting so many theme weeks on their viewers.",https://www.nytimes.com/2014/05/24/arts/television/shark-week-tornado-week-and-other-ratings-grabbers.html
